Bestandeseinheit,Baumart,Baumnummer,D_1960,Aus_1960,H_1960,D_1967,Aus_1967,H_1967,D_1975,Aus_1975,H_1975,D_1985,Aus_1985,H_1985,D_1995,Aus_1995,H_1995,D_2002,Aus_2002,H_2002,D_2005,Aus_2005,H_2005,D_2009,Aus_2009,H_2009,D_2015,Aus_2015,H_2015
1,Bu,2804,20.4,NA,NA,21.6,NA,NA,22.8,NA,NA,24.0,NA,NA,26.3,NA,NA,26.9,NA,NA,26.9,NA,30.0,27.7,NA,NA,29.6,NA,NA
1,Bu,2901,30.3,NA,23.0,32.9,NA,NA,37.8,NA,NA,43.2,NA,NA,47.6,NA,NA,50.6,NA,NA,51.9,NA,NA,52.9,NA,NA,55.6,NA,NA
1,Bu,2902,22.4,NA,NA,23.6,7,24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,2903,17.7,NA,16.0,18.4,NA,NA,20.0,NA,NA,21.2,NA,NA,22.9,NA,NA,23.2,NA,NA,23.3,NA,NA,23.4,NA,NA,24.4,NA,NA
1,Bu,2904,15.5,NA,16.5,15.6,NA,NA,15.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,2905,18.0,NA,18.0,19.5,NA,NA,22.2,NA,NA,25.0,NA,NA,27.4,NA,NA,28.6,NA,NA,28.8,NA,NA,29.8,NA,NA,31.9,NA,NA
1,Bu,2906,8.6,NA,NA,8.6,NA,NA,8.7,NA,NA,9.5,NA,NA,9.9,NA,NA,10.0,NA,NA,10.0,NA,NA,10.4,NA,NA,11.2,NA,NA
1,Bu,2907,18.4,NA,17.5,19.7,NA,NA,21.5,NA,NA,23.8,NA,NA,25.3,NA,NA,26.1,NA,NA,25.7,NA,NA,26.9,NA,NA,28.2,NA,NA
1,Bu,2908,37.4,NA,NA,41.1,NA,NA,47.9,NA,NA,53.6,NA,32.3,58.9,NA,32.5,63.0,NA,35.3,63.7,3,34.5,NA,NA,NA,NA,NA,NA
1,Bu,3001,12.1,NA,NA,12.5,NA,NA,13.4,NA,NA,13.6,NA,NA,13.5,NA,NA,13.5,NA,NA,13.4,NA,NA,14.1,NA,NA,16.6,NA,NA
1,Bu,3002,13.0,NA,NA,13.2,NA,NA,15.6,NA,NA,16.0,NA,NA,16.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,3003,14.2,NA,NA,15.1,NA,NA,16.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,3004,10.2,NA,NA,10.2,NA,NA,11.0,NA,NA,10.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,3005,14.6,NA,NA,16.2,NA,NA,19.7,NA,NA,21.8,NA,NA,22.7,NA,NA,23.4,NA,NA,23.2,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,3006,6.4,NA,NA,6.4,NA,NA,7.6,NA,NA,7.4,NA,NA,7.6,NA,NA,7.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,3007,11.6,NA,NA,11.6,NA,NA,14.0,NA,NA,14.3,NA,NA,14.3,NA,NA,14.4,NA,NA,14.3,NA,NA,14.9,3,NA,NA,NA,NA
1,Bu,3008,55.2,NA,NA,60.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,3009,10.9,NA,NA,13.3,NA,NA,18.2,NA,NA,23.1,NA,NA,26.1,NA,NA,27.7,NA,NA,28.1,NA,NA,29.4,NA,NA,33.4,NA,NA
1,Bu,3010,7.1,NA,NA,7.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,3011,11.5,NA,NA,14.5,NA,NA,19.2,NA,NA,23.8,NA,NA,26.3,NA,NA,27.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,3101,20.8,NA,22.0,23.1,NA,NA,26.2,NA,NA,28.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,3102,26.0,NA,21.5,27.6,NA,NA,30.6,NA,NA,33.2,NA,NA,37.5,NA,NA,40.3,NA,NA,40.7,NA,NA,42.2,NA,NA,45.4,NA,NA
1,Bu,3103,23.4,NA,23.0,25.6,NA,NA,29.2,NA,NA,32.6,NA,NA,35.9,NA,NA,38.0,NA,NA,38.3,NA,NA,39.7,NA,NA,42.0,NA,NA
1,Bu,3104,22.4,NA,NA,24.8,NA,NA,27.7,NA,NA,30.6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,3105,19.3,NA,NA,21.0,NA,NA,25.6,NA,NA,29.6,NA,NA,32.5,NA,NA,34.0,NA,NA,34.4,NA,NA,35.8,3,NA,NA,NA,NA
1,Bu,3106,14.1,NA,NA,14.2,7,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,3107,22.4,NA,NA,25.4,NA,NA,31.6,NA,NA,35.5,NA,NA,40.0,NA,NA,43.8,NA,NA,43.3,3,NA,NA,NA,NA,NA,NA,NA
1,Bu,3201,16.4,NA,NA,17.0,NA,NA,18.6,NA,NA,19.5,NA,NA,21.0,NA,NA,21.5,NA,NA,21.8,NA,NA,23.5,NA,NA,25.9,NA,NA
2,Es,3202,34.8,NA,31.0,37.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,3203,37.2,NA,26.5,40.0,NA,NA,45.2,NA,30.5,51.0,NA,31.5,55.9,NA,35.9,61.7,NA,42.1,61.7,NA,37.0,61.2,NA,NA,65.5,NA,NA
3,Ah,3204,22.7,NA,NA,22.8,NA,NA,23.6,NA,24.5,23.9,4,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,3205,22.2,NA,24.0,23.2,NA,NA,24.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,3206,12.5,NA,NA,12.5,NA,NA,13.0,NA,NA,13.1,NA,NA,13.4,NA,NA,13.5,NA,NA,13.3,NA,NA,12.8,NA,NA,13.7,NA,NA
1,Bu,3207,15.2,NA,NA,15.4,NA,NA,16.9,NA,NA,18.0,NA,NA,19.4,NA,NA,20.0,NA,NA,19.9,NA,NA,20.8,NA,NA,22.3,NA,NA
1,Bu,3208,31.7,NA,NA,34.1,7,28.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,3301,29.8,NA,NA,32.6,NA,NA,36.5,NA,NA,40.5,NA,NA,44.5,NA,NA,47.0,NA,NA,47.9,NA,NA,49.1,NA,NA,51.7,NA,NA
2,Es,3302,21.6,NA,NA,22.7,7,25.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,3303,30.4,NA,NA,32.6,NA,NA,37.4,NA,NA,42.4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Ah,3304,35.4,NA,NA,35.6,7,28.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,3305,35.8,NA,NA,37.7,NA,NA,43.9,NA,NA,47.9,NA,NA,51.6,NA,NA,54.7,NA,NA,56.0,NA,NA,57.2,NA,NA,61.3,NA,NA
3,Ah,3306,28.8,NA,NA,30.0,NA,NA,32.3,NA,NA,33.2,NA,NA,34.8,NA,NA,35.4,NA,NA,35.4,NA,NA,35.8,NA,NA,37.2,NA,NA
1,Bu,3307,7.5,NA,NA,8.9,NA,NA,10.2,NA,NA,10.4,NA,NA,11.0,NA,NA,11.4,NA,NA,11.4,NA,NA,11.4,NA,NA,13.2,2,NA
2,Es,3308,36.0,NA,NA,38.1,NA,NA,41.9,NA,NA,45.2,NA,NA,48.4,NA,NA,50.0,NA,NA,50.6,NA,NA,50.3,NA,NA,52.2,NA,NA
1,Bu,3309,7.3,NA,NA,7.3,NA,NA,7.8,NA,NA,7.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,3401,19.8,NA,NA,19.9,1,19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,3402,20.4,NA,NA,21.4,7,22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Ah,3403,17.2,NA,NA,18.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,3404,15.4,NA,NA,16.8,NA,NA,19.4,NA,NA,21.0,NA,NA,22.7,NA,NA,23.6,NA,NA,23.7,NA,NA,24.9,NA,NA,26.7,NA,NA
2,Es,3405,27.7,NA,NA,36.8,NA,NA,36.8,NA,NA,42.5,NA,NA,46.1,NA,NA,48.4,NA,NA,49.0,3,NA,NA,NA,NA,NA,NA,NA
1,Bu,3406,26.2,NA,19.5,28.5,NA,NA,30.8,NA,NA,32.7,NA,NA,34.5,NA,NA,35.5,NA,NA,35.4,NA,NA,36.0,NA,NA,38.3,2,NA
1,Bu,3407,12.8,NA,14.5,13.5,NA,NA,13.7,NA,NA,13.7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Ah,3501,18.6,NA,NA,21.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Ah,3502,17.6,NA,NA,19.6,NA,NA,20.4,1,27.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Ah,3503,19.0,NA,NA,20.5,NA,NA,21.4,NA,NA,23.8,NA,NA,25.8,NA,NA,27.3,NA,NA,27.0,NA,NA,27.5,NA,NA,28.5,NA,NA
1,Bu,3504,9.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,3505,18.3,NA,NA,19.4,NA,NA,21.6,NA,NA,24.0,NA,29.8,27.3,NA,29.9,29.2,NA,31.7,29.7,NA,32.5,31.2,NA,NA,33.1,NA,NA
1,Bu,3506,21.5,NA,18.5,24.9,NA,NA,29.9,NA,NA,34.5,NA,NA,39.4,NA,NA,42.3,NA,NA,42.9,NA,NA,46.4,NA,NA,48.8,NA,NA
3,Ah,3507,9.4,NA,NA,9.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Ah,3508,9.8,NA,NA,9.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,3601,19.1,NA,NA,21.0,NA,NA,22.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,3602,47.6,NA,NA,53.2,NA,NA,56.4,7,28.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,3701,8.0,NA,NA,9.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,3702,13.7,NA,NA,14.1,NA,NA,14.2,NA,NA,15.0,NA,NA,15.9,NA,NA,16.2,NA,NA,16.5,NA,NA,16.8,NA,NA,17.0,NA,19.3
1,Bu,3703,8.7,NA,NA,8.7,NA,NA,10.2,NA,NA,10.7,NA,NA,11.0,NA,NA,11.1,NA,NA,11.1,NA,NA,11.1,NA,NA,11.7,NA,16.3
1,Bu,3704,11.6,NA,NA,12.3,NA,NA,12.7,NA,NA,13.2,NA,NA,13.1,NA,NA,13.2,NA,NA,16.0,NA,NA,16.3,3,NA,NA,NA,NA
1,Bu,3705,12.2,NA,NA,13.5,NA,NA,13.7,NA,17.5,13.6,NA,18.1,13.8,NA,19.1,14.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,3706,34.1,NA,NA,38.0,NA,NA,44.2,NA,NA,50.5,NA,NA,56.9,NA,NA,61.9,NA,NA,62.6,NA,NA,65.4,NA,NA,67.6,NA,NA
1,Bu,3707,8.5,NA,NA,9.0,NA,NA,10.4,NA,NA,12.9,NA,NA,14.3,NA,NA,14.2,NA,NA,14.4,NA,NA,14.6,NA,NA,15.3,NA,NA
1,Bu,3711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA
1,Bu,3801,30.4,NA,NA,32.6,NA,NA,35.8,NA,29.5,40.4,NA,30.7,45.5,NA,32.0,48.1,NA,35.2,48.5,NA,33.5,50.3,NA,NA,52.8,NA,36.7
1,Bu,3802,7.9,NA,NA,7.9,NA,NA,8.2,NA,NA,8.6,NA,NA,8.8,NA,NA,9.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,3803,12.0,NA,NA,12.2,NA,NA,13.0,NA,NA,13.6,NA,NA,14.0,NA,19.8,14.1,NA,20.4,14.1,NA,19.0,13.9,NA,NA,15.1,NA,NA
1,Bu,3804,24.6,NA,NA,27.2,NA,NA,30.1,NA,31.5,32.5,NA,30.5,35.6,NA,33.4,37.2,NA,36.5,37.6,3,33.0,NA,NA,NA,NA,NA,NA
2,Es,3805,18.8,NA,NA,20.0,NA,NA,21.6,7,27.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,3806,16.3,NA,NA,17.9,7,22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,3807,9.2,NA,NA,9.2,NA,NA,9.4,NA,NA,9.5,NA,NA,9.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,3808,11.2,NA,NA,12.0,NA,NA,12.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,3809,11.2,NA,NA,11.6,NA,NA,12.0,NA,NA,12.1,NA,NA,12.4,NA,NA,12.5,NA,NA,12.5,NA,NA,12.5,NA,NA,12.9,NA,16.3
1,Bu,3810,10.6,NA,NA,11.1,NA,NA,12.6,NA,19.5,14.9,NA,NA,16.6,NA,NA,17.3,NA,NA,17.0,NA,NA,18.6,NA,NA,20.7,NA,NA
1,Bu,3811,23.4,NA,NA,26.9,NA,NA,32.1,NA,NA,36.6,NA,NA,42.5,NA,NA,45.3,NA,NA,45.9,3,NA,NA,NA,NA,NA,NA,NA
1,Bu,3812,12.9,NA,NA,13.5,NA,NA,14.1,NA,NA,14.4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,3813,6.9,NA,NA,6.9,NA,NA,7.4,NA,NA,7.2,NA,NA,7.4,NA,NA,7.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,3814,22.8,NA,NA,24.8,NA,NA,27.3,NA,29.5,30.9,NA,30.9,35.1,NA,31.1,37.1,NA,34.1,37.4,NA,NA,38.9,NA,NA,40.5,NA,31.8
1,Bu,3901,21.0,NA,NA,22.6,7,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,3902,22.8,NA,NA,25.4,NA,NA,29.4,NA,NA,32.1,NA,NA,35.3,NA,NA,37.2,NA,NA,37.6,NA,NA,38.3,NA,NA,39.9,NA,NA
1,Bu,3903,24.6,NA,NA,27.6,NA,NA,31.5,NA,31.0,34.4,NA,32.6,37.6,NA,34.0,39.4,NA,36.2,39.8,NA,34.5,40.8,NA,NA,42.4,NA,NA
1,Bu,3904,14.0,NA,NA,14.1,NA,NA,14.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,3905,23.4,NA,NA,25.9,NA,NA,28.8,NA,NA,30.9,NA,NA,33.2,NA,NA,34.7,NA,NA,34.8,3,NA,NA,NA,NA,NA,NA,NA
1,Bu,3906,27.5,NA,NA,31.3,NA,NA,35.8,NA,NA,39.8,NA,NA,43.0,NA,NA,44.2,NA,NA,44.4,NA,NA,45.3,NA,NA,46.7,NA,NA
1,Bu,3907,16.7,NA,NA,18.1,NA,NA,18.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,3908,13.2,NA,NA,13.7,NA,NA,13.8,NA,18.5,13.4,NA,18.1,13.6,NA,19.2,13.6,NA,NA,13.6,NA,NA,13.6,NA,NA,14.3,NA,NA
1,Bu,3909,9.2,NA,NA,9.2,NA,NA,9.2,NA,NA,9.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,11001,32.8,NA,NA,35.6,NA,NA,39.8,NA,NA,44.8,NA,NA,48.7,NA,NA,52.2,NA,NA,51.4,NA,NA,53.0,NA,NA,54.2,NA,NA
1,Bu,11002,11.8,NA,NA,11.9,NA,NA,11.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,11003,9.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,11004,22.8,NA,NA,23.8,1,26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,11005,17.4,NA,18.5,17.9,1,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,11006,25.3,NA,NA,27.9,NA,NA,32.5,NA,NA,38.0,NA,NA,42.0,NA,NA,44.9,NA,NA,45.3,NA,NA,46.6,NA,NA,48.9,NA,33.9
1,Bu,11007,12.4,NA,NA,12.5,NA,NA,13.8,NA,NA,16.2,NA,NA,17.9,NA,NA,18.3,NA,NA,18.5,NA,NA,18.8,NA,NA,20.8,2,NA
1,Bu,11101,25.0,NA,NA,27.5,NA,NA,31.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,11102,32.2,NA,NA,34.5,NA,NA,39.8,NA,NA,45.6,NA,NA,50.3,NA,NA,53.2,NA,NA,54.0,3,NA,NA,NA,NA,NA,NA,NA
1,Bu,11103,21.1,NA,NA,22.0,7,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,11104,13.6,NA,NA,13.6,NA,NA,13.5,NA,NA,14.0,NA,NA,14.5,NA,NA,14.5,NA,NA,14.5,NA,NA,14.4,NA,NA,14.6,NA,NA
1,Bu,11105,19.8,NA,NA,20.4,NA,NA,22.0,NA,NA,24.6,NA,NA,26.6,NA,NA,27.8,NA,NA,28.1,NA,NA,29.0,NA,NA,30.4,NA,NA
1,Bu,11106,27.2,NA,NA,30.3,NA,NA,34.4,NA,NA,39.5,NA,NA,44.0,NA,NA,47.1,NA,NA,48.1,NA,NA,49.8,NA,NA,51.8,NA,NA
1,Bu,11107,9.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,11108,21.0,NA,NA,22.0,7,26.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,11109,21.4,NA,24.5,23.0,1,26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,11111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0,NA,NA
1,Bu,11201,32.4,NA,NA,36.1,7,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,11202,9.4,NA,NA,9.6,7,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,11203,8.4,NA,NA,8.5,NA,NA,8.6,NA,NA,9.4,NA,NA,10.0,NA,NA,10.3,NA,NA,10.0,NA,NA,10.1,NA,NA,10.2,NA,NA
