Bestandeseinheit,Baumart,Baumnummer,D_1972,Aus_1972,H_1972,D_1981,Aus_1981,H_1981,D_1993,Aus_1993,H_1993,D_2001,Aus_2001,H_2001,D_2011,Aus_2011,H_2011,D_2017,Aus_2017,H_2017
1,Bu,198,7.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,199,8.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,200,58.9,NA,NA,67.4,NA,NA,78.6,NA,37.3,82.6,NA,NA,84.0,NA,NA,84.7,NA,35.3
1,Bu,201,10.0,NA,NA,10.2,NA,NA,10.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,202,6.7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,203,8.4,NA,NA,8.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,204,9.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,205,12.6,NA,NA,13.6,NA,NA,14.6,NA,NA,14.6,NA,NA,16.1,1,NA,NA,NA,NA
1,Bu,206,11.2,NA,NA,11.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,207,7.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,208,8.7,NA,NA,8.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,209,13.2,NA,NA,14.7,NA,NA,15.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,210,18.2,NA,NA,23.4,NA,NA,29.5,NA,NA,32.3,NA,NA,38.2,NA,NA,42.2,NA,NA
1,Bu,211,8.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,212,6.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,213,18.6,NA,NA,19.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,214,16.9,NA,NA,21.7,NA,21.8,29.2,NA,28.7,33.7,NA,30.7,39.7,NA,36.1,42.8,NA,NA
1,Bu,215,13.0,NA,NA,16.4,NA,23.1,22.7,2,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,216,16.2,NA,NA,17.6,NA,19.2,19.2,7,24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,217,8.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,218,19.9,NA,NA,23.8,NA,NA,30.9,NA,30.0,34.7,NA,33.3,41.2,NA,37.3,45.3,NA,34.7
1,Bu,219,8.7,NA,NA,8.7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Ah,220,16.4,NA,NA,17.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,221,7.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,222,15.1,NA,NA,18.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,223,9.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,224,11.4,NA,NA,11.7,7,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,225,16.6,NA,NA,18.5,NA,NA,22.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,226,12.1,NA,NA,12.6,NA,20.7,13.4,NA,22.4,13.5,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,227,8.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,228,8.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,229,7.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,230,9.4,NA,NA,9.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,231,13.0,NA,NA,13.4,NA,NA,13.7,NA,NA,13.7,NA,NA,13.7,1,NA,NA,NA,NA
1,Bu,232,14.7,NA,NA,15.6,NA,NA,16.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,233,12.1,NA,NA,11.9,NA,NA,12.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,234,11.9,NA,NA,12.2,NA,NA,13.2,NA,NA,13.3,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,235,12.2,NA,NA,12.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,236,7.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,237,14.8,NA,NA,15.5,NA,NA,16.1,NA,NA,16.2,NA,NA,16.5,1,NA,NA,NA,NA
1,Bu,238,6.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,239,7.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,240,10.4,NA,NA,10.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,241,23.9,NA,NA,28.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,242,15.1,NA,NA,17.4,NA,22.7,21.8,2,27.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,243,7.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,244,6.6,NA,NA,6.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,245,20.8,NA,22.5,24.0,NA,NA,30.6,NA,NA,33.9,NA,NA,39.5,1,NA,NA,NA,NA
1,Bu,246,11.0,NA,NA,12.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Ah,247,17.2,NA,NA,19.9,NA,NA,24.2,NA,NA,26.3,NA,NA,27.6,1,NA,NA,NA,NA
1,Bu,248,16.3,NA,NA,18.9,NA,NA,23.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,249,13.0,NA,NA,12.8,7,20.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Ah,250,13.3,NA,NA,13.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,251,9.4,5,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,252,11.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,253,17.9,NA,19.1,20.1,NA,23.5,24.2,NA,27.2,26.7,NA,30.5,31.9,NA,34.0,35.7,NA,31.0
1,Bu,254,11.3,NA,19.0,11.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,255,18.9,NA,NA,20.5,1,23.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,256,15.4,NA,NA,16.3,NA,NA,19.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,257,14.4,NA,NA,16.0,NA,NA,17.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,258,10.0,1,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,259,15.7,NA,20.5,17.7,NA,24.8,21.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,260,17.3,NA,NA,20.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,261,18.6,NA,NA,23.0,NA,27.0,31.0,NA,NA,34.4,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,262,10.6,NA,NA,11.0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,263,7.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,264,10.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,265,20.1,NA,NA,25.7,NA,NA,32.6,NA,NA,35.3,NA,NA,38.8,NA,NA,41.3,NA,33.1
1,Bu,266,19.7,NA,19.5,23.9,NA,NA,31.6,NA,NA,37.4,NA,NA,46.1,NA,NA,50.3,NA,33.8
1,Bu,267,9.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,268,9.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,269,9.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,270,11.1,NA,NA,11.0,NA,NA,11.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,271,14.8,NA,NA,17.2,NA,NA,19.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,272,6.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,273,12.5,NA,NA,13.0,NA,NA,15.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,274,12.1,NA,18.4,13.8,NA,NA,15.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,275,11.6,NA,NA,11.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,276,10.7,NA,NA,12.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,277,8.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Ah,278,18.3,NA,NA,20.5,NA,NA,23.8,NA,NA,24.6,NA,NA,24.8,1,NA,NA,NA,NA
1,Bu,279,7.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,280,14.1,NA,NA,16.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,281,11.6,NA,NA,11.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,282,5.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,283,7.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,284,10.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,285,7.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,286,8.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,287,11.1,NA,NA,11.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,288,5.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,289,10.9,NA,NA,11.2,NA,NA,12.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,290,11.3,NA,NA,11.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,291,8.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,292,6.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,293,7.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,294,7.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,295,19.3,NA,NA,24.8,NA,NA,33.6,NA,28.3,38.5,2,33.4,NA,NA,NA,NA,NA,NA
1,Bu,296,7.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,297,16.8,NA,NA,21.2,NA,NA,22.9,NA,NA,24.6,NA,NA,25.0,NA,NA,25.8,NA,NA
3,Ah,298,7.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,299,7.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Ah,300,14.0,NA,NA,18.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,301,9.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Ah,302,8.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,303,6.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,304,5.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,305,12.0,NA,NA,12.2,NA,NA,12.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,306,10.6,NA,NA,16.2,NA,NA,21.4,NA,NA,24.0,NA,NA,26.0,NA,NA,27.0,NA,NA
1,Bu,307,15.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,308,11.6,NA,NA,12.9,NA,NA,14.6,NA,NA,15.2,NA,NA,17.3,1,NA,NA,NA,NA
1,Bu,309,7.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,310,7.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,311,17.6,NA,NA,21.2,NA,NA,30.1,NA,NA,34.6,NA,NA,40.5,NA,NA,45.8,NA,NA
1,Bu,312,14.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,313,7.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,314,13.2,NA,NA,16.8,NA,NA,21.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,315,10.8,NA,NA,11.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,316,6.7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,317,6.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,318,7.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,319,13.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,320,21.5,NA,NA,28.0,NA,NA,37.6,NA,NA,42.5,NA,NA,48.7,NA,NA,53.9,NA,NA
1,Bu,321,11.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,322,14.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,323,11.0,NA,NA,11.6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,324,6.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,325,8.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,326,10.2,NA,NA,10.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,327,16.5,NA,NA,20.3,NA,NA,26.2,NA,32.3,29.6,NA,31.1,35.3,NA,35.4,38.7,NA,33.9
1,Bu,328,9.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,329,18.6,NA,NA,23.4,NA,NA,31.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,330,17.8,NA,NA,21.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,331,16.1,NA,NA,19.5,NA,NA,24.9,NA,NA,27.6,NA,NA,31.9,NA,NA,32.6,NA,NA
1,Bu,332,9.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,333,7.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,334,10.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,335,9.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,336,6.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,337,12.8,1,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,338,13.9,NA,NA,16.1,NA,NA,19.3,NA,26.5,20.6,NA,NA,23.3,1,NA,NA,NA,NA
1,Bu,339,10.6,NA,NA,11.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,340,9.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,341,13.0,NA,NA,15.4,NA,NA,21.7,NA,NA,24.6,NA,NA,28.8,NA,NA,31.5,NA,32.2
1,Bu,342,9.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,343,10.0,NA,NA,10.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,344,11.7,NA,NA,12.0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,345,15.4,NA,NA,16.2,NA,NA,18.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Ah,346,16.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,347,12.5,NA,NA,15.6,NA,NA,19.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,348,11.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,349,9.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,350,10.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,351,14.4,NA,NA,18.3,NA,NA,20.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,352,11.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,353,9.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,354,21.2,NA,NA,25.0,NA,NA,35.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,355,10.3,1,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,356,20.6,NA,NA,21.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,357,16.7,NA,21.5,18.5,NA,NA,21.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,358,14.1,NA,18.2,16.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,359,8.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,360,9.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,361,21.8,NA,NA,27.4,NA,27.1,36.8,NA,32.4,41.1,NA,33.2,45.5,NA,37.2,50.1,6,NA
1,Bu,362,11.8,NA,NA,12.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,363,14.9,NA,NA,16.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,364,7.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,365,18.3,NA,NA,22.1,NA,24.0,29.8,2,26.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,366,9.3,NA,NA,9.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,367,6.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,368,7.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Ah,369,15.3,NA,NA,17.4,NA,NA,20.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,370,9.9,NA,NA,9.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,371,6.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,372,12.6,NA,NA,13.4,NA,22.5,15.9,NA,23.6,16.5,NA,NA,18.1,1,NA,NA,NA,NA
1,Bu,373,16.0,NA,NA,20.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Es,374,10.5,NA,NA,12.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,375,6.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,376,9.0,NA,NA,9.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,377,9.4,NA,NA,9.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,378,13.4,NA,NA,14.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,379,18.0,NA,NA,19.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,380,10.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,381,26.6,NA,NA,33.6,NA,NA,43.6,NA,NA,48.1,2,NA,NA,NA,NA,NA,NA,NA
1,Bu,382,9.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,383,8.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,384,8.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,385,13.6,NA,NA,14.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,386,14.5,NA,NA,18.6,NA,NA,25.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,387,6.7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,388,16.0,NA,NA,18.6,NA,22.0,22.8,2,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,389,15.8,NA,NA,18.1,NA,NA,22.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,390,18.3,NA,NA,19.6,NA,NA,22.9,NA,NA,24.1,NA,NA,28.1,1,NA,NA,NA,NA
1,Bu,391,10.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,392,7.5,NA,NA,7.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,393,22.9,NA,NA,28.0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bu,394,14.3,NA,NA,16.3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
